node,timestamp,split,query,summary
10,1623678689.0,None,"[[""enough"", 0.3861695760995291], [""wrasslin"", 0.3861695760995291], [""mctintin"", 0.38044589374547894], [""cheer"", 0.3660269093178318], [""final"", 0.3558956557479802], [""halftim"", 0.3163533501565665], [""till"", 0.3138454002321434], [""forrest"", 0.3127159180393879]]","Finally won a euro bet cheers schick. Mctintin and mcginn midfield pair, how was they gonna win? There aren't enough football's for this match. EURO 2020. #SCOCZE. Are they aware it's football and no wrasslin'? #SCOCZE."
11,1623679671.0,None,"[[""second"", 0.7204475830863699], [""half"", 0.6935093943307532]]",My half time analysis #sco. Jesus christ this second half #SCOCZE EURO 2020. The start of this second half! 🤯🤯🤯🤯 EURO 2020 #SCOCZE. How have Scotland not scored in this second half? Sub Che Adams already making a real difference #SCOCZE.
12,1623679798.0,None,"[[""goal"", 0.6266820839667344], [""schick"", 0.45073366202278664], [""keeper"", 0.42733146017656654], [""bow"", 0.23735985029968334], [""finish"", 0.23735985029968334], [""lob"", 0.23735985029968334], [""freak"", 0.2290795911798744]]","Oh my daaaays Patrick Schick take a bow 👏🏻👏🏻👏🏻. What a goal, Schick !!! Best goal in the tournament so far #SCOCZE. What a finish!!!!!! What's the keeper doing out there 😂 #CZE #sco. Schick just lobbed the keeper from the midfield line. What a freaking goal."
13,1623679891.0,None,"[[""patrick"", 0.6785660500255604], [""footbal"", 0.3392830250127802], [""schick"", 0.32661186203705656], [""goal"", 0.291130184331254], [""outrag"", 0.28410048791642895], [""holi"", 0.27757709090602334], [""he"", 0.2743007900255098]]","That is one of the most outrageous goals in a major football tournament! ⚽️ #SCOCZE. Yooooooooo Patrick Schick, class. Schick isn’t a great footballer but he’s a decent little player. Holy fuck. That is winning the GOAL of the tournament surely #SCOCZE."
14,1623680001.0,None,"[[""patrik"", 0.8536898760209283], [""blame"", 0.322604388754601], [""vibe"", 0.31597363814505575], [""second"", 0.2594237150551573]]",Anybody blaming the keeper for being 3 miles off his line? Not in the commentary team anyway #SCOCZE. Need a mctominay goal now for the vibes. OUT OF THIS WORLD FROM PATRIK SCHICK 🤯. That Patrick Shick's second goal though. The Mcs are struggling. #SCOCZE EUROS 2020.
15,1623680276.0,None,"[[""save"", 0.5895676342490571], [""mclaughlin"", 0.3311388608103615], [""gif"", 0.3311388608103615], [""scocz"", 0.3155765757807285], [""schick"", 0.314173917056568], [""drob"", 0.2854417502625157], [""pictur"", 0.2783409299952496], [""kick"", 0.27542625678154986]]","Scotland National Team drob David Marshall he is fucking joke as goalkeeper. McLaughlin wd have saved that 🤣. 🤯 Patrik Schick's second goal in pictures 👇 EURO 2020. Patrick Schick, what a kick, all the Scots think you're a dick. #SCOCZE #Schick. Schick that outta the net SCOv CZE."
16,1623680385.0,None,"[[""need"", 0.7107173409379045], [""screamer"", 0.7034776906840434]]",If we're genuinely selling bellerin we should go all out for coufal as we need a rb. Player's player this Czech. We need to get Dykes off. Scotland National Team Need a goal fast. Just owa man nearly got it there #SCOCZE 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Euros 2021. Mcginn screamer needed.
17,1623680566.0,None,"[[""dyke"", 0.8406061009494697], [""got"", 0.2504719956027887], [""clinic"", 0.2504719956027887], [""striker"", 0.25047199453676655], [""score"", 0.23714832166501218], [""doo"", 0.22120894052520748]]",Got to be a player to have a hair doo like dykes!! I’m a better striker than dykes get him aff the pitch I’ll be there in 10 minutes. This guy Dykes has missed too many chances … he has to score that. Dykes has to score then. He has not been on it today. Put your foot through it.
18,1623680663.0,None,"[[""keep"", 0.7405622889457797], [""plaudit"", 0.42383437762326764], [""sub"", 0.3917818350249445], [""keeper"", 0.344149546390188]]",Vaclik will finally get the plaudits he deserves at the end of this tournament. How's there been three subs and Stephen O'Donnell is still on?? 😂😂😂. Dykes hits it right at the keeper. I can't keep defending you like this. David Marshall did his best to keep it out 🧤.
19,1623680787.0,None,"[[""call"", 1.0]]","If only #SCO called up it's best player.... Steve Clarke trying his best not to be called a nonce, Mans allergic to young players."
20,1623680909.0,None,"[[""net"", 0.37140132210272153], [""fukin"", 0.37140132210272153], [""hlozek"", 0.37140132210272153], [""tri"", 0.3615332677416523], [""70min"", 0.345034567532665], [""accur"", 0.345034567532665], [""sub"", 0.3336905970936688], [""second"", 0.32562209685993204]]","That second goal.... #SCO. So what was Scotland’s keeper trying to do🤔. EURO 2020. All FM players watching Hlozek being subbed in at the euros. Stephen O'Donnell has had 18 accurate passes in 70mins of football, fukin 18!!! Vydra good sub to bring on here. Get in behind."
21,1623681001.0,None,"[[""nisbet"", 1.0]]","Didn’t want to say it before the tournament but we don’t need dykes, he was good before we had better options in adams n nisbet. Needs to be Nisbet Adams against England."
22,1623681158.0,None,"[[""vauxhal"", 0.6143059723888971], [""cheeki"", 0.5878720372745802], [""half"", 0.5263408022165549]]",Steve Clarke needs to fuck off back to the Vauxhall Astra he lives in. Mcginn and mctominay 2nd half. The first Czech goal was good. The second was just feckin cheeky lol #SCOCZE.
23,1623681422.0,None,"[[""forrest"", 0.6135738063649248], [""half"", 0.5996238178748455], [""sub"", 0.5137883427833411]]","He's just subbed o'donnell for forrest I've got no words. Dykes and Forrest should have been on half an hour ago ffs. 5 subs, Gilmour and Patterson not even brought on. Pathetic. James Forrest has half my heart and Kieran Tierney has the other half🤍🤍🤍🤍."
24,1623681559.0,None,"[[""dive"", 0.7369385055841056], [""need"", 0.6759597909546581]]",McGinn needs to stop this fucking diving pish. Schick should’ve scored that. We need that hattrick. Scotland love to dive a lot don’t they?! Jeeez we need to be aware of this for Friday 🙄 #SCOCZE EURO 2020.
25,1623681806.0,None,"[[""score"", 1.0]]","The score just doesn’t reflect how brilliant #SCO are playing SCOv CZE. How have Scotland not scored? EURO 2020. Oh, the Czechs scored? #SCOCZE. How have #SCO NOT SCORED???? Not sure how Scotland haven’t scored today EURO 2020."
26,1623682000.0,None,"[[""second"", 1.0]]","Just czech'd out that second goal, was a Schick finish. Well this has been pretty awful. Painful at times to watch. What the hell was David Marshall thinking for that second goal?? PATRICK SCHICK, THAT IS INCREDIBLE! A second goal from obscene range. 😮."
27,1623682430.0,None,"[[""result"", 0.6432379151217119], [""least"", 0.3511196147635856], [""final"", 0.3511196147635856], [""half"", 0.2949854050204551], [""differ"", 0.29248627059602234], [""need"", 0.2909264545100045], [""rule"", 0.2871797472148802]]",Typical. 1-1 at the half (as it should have been) would have made a difference #SCOCZE. Football rule number 1 #SCO. Now we need to go get results against England and Croatia thank you Steve Clarke prick. Sub-optimal result there EURO 2020. #SCOCZE final.
28,1623682554.0,None,"[[""patterson"", 1.0]]","Gilmour Adams and Patterson all need to start against England. He's made 3 subs. Gilmour isn't on. Patterson isn't in. O'Donnell is still on. Wasn’t the worst performance in the world, but Adams and Patterson/Forrest need to play from here on🏴󠁧󠁢󠁳󠁣󠁴󠁿."
