node,timestamp,split,query,summary
7,1662535682.0,"['lead', 'state', 'process', 'ballot', 'recount', 'winner', 'machin', 'race']","[[""male"", 0.6914950247023456], [""buyer"", 0.47587710405456385], [""opt"", 0.4130614381804106], [""wave"", 0.35320795706902597]]","@daniecain66 Britain's first government without a white male holding a Great Office of State, Liz Truss pulls back from NI confrontation, and the wave of foreign buyers coming to buy UK companies. This morning's top stories ⬇️ Reply #stop to opt out."
7,1662535682.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""buyer"", 0.5894463477708413], [""opt"", 0.5116395684220545], [""male"", 0.44650871985545704], [""wave"", 0.4375019065301903]]","@liya_xauusd Britain's first government without a white male holding a Great Office of State, Liz Truss pulls back from NI confrontation, and the wave of foreign buyers coming to buy UK companies. This morning's top stories ⬇️ Reply #stop to opt out."
7,1662535682.0,"['sign', 'fund', 'govern', 'send', 'bill', 'pass']","[[""buyer"", 0.5889143557589012], [""opt"", 0.5111777992306389], [""male"", 0.44812338384838585], [""wave"", 0.43710704867694744]]","@liya_xauusd Britain's first government without a white male holding a Great Office of State, Liz Truss pulls back from NI confrontation, and the wave of foreign buyers coming to buy UK companies. This morning's top stories ⬇️ Reply #stop to opt out."
7,1662535956.0,"['destroy', 'clemenc', 'trump', 'peopl', 'enemi', 'american']","[[""strateg"", 0.7191657535353103], [""junior"", 0.694838556027218]]","Day one and you get the sense of serious strategic errors already. Truss might offer some junior posts to Sunak people, but she's basically wiped all evidence of his existence from the Cabinet table. Loads of big name personalities sitting on the backbenches."
7,1662536074.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""conserv"", 1.0]]",Conservatives must be finished! Now! They are largely infected by #commonpurpose and it’s common that purpose needs killing off! Now!. This is what new Conservative Prime Minister Liz Truss really thinks about working people..
8,1662536527.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""wave"", 1.0]]","@liya_xauusd Britain's first government without a white male holding a Great Office of State, Liz Truss pulls back from NI confrontation, and the wave of foreign buyers coming to buy UK companies. This morning's top stories ⬇️ Reply #stop to opt out."
9,1662539400.0,"['call', 'democrat', 'governor', 'pressur', 'leader']","[[""amid"", 0.6871628570156663], [""1st"", 0.5406409475017392], [""meet"", 0.485298437894136]]","UK leader Truss holds 1st Cabinet meeting amid energy crisis.. Truss the first PM to meet the Queen having called for the abolition of the monarchy. That’ll be fun. “Ah, Miss Truss. I’ve been expecting you”. UK leader Truss holds 1st Cabinet meeting amid energy crisis."
10,1662540862.0,"['call', 'democrat', 'governor', 'pressur', 'leader']","[[""putin"", 0.7350005504515255], [""democrat"", 0.6780665091537514]]",Putin says Truss leadership win 'far from democratic'. democratic as the come..😂. A coup which could only be achieved by circumventing our democratic processes. Truss is unelectable so she and her paymasters had to find other means. Truss The Unwanted One.
10,1662541450.0,['*'],"[[""nabil"", 0.6212654261992273], [""abdulrashid"", 0.6212654261992273], [""stupidest"", 0.2607571802557092], [""britain"", 0.25312952642658226], [""good"", 0.23404639039539993], [""tori"", 0.2030072987801544]]","Well, the good news is that Rishi Sunak isn't PM... I really can't think of 40 Tories we would welcome into the PLP. Of adding to the vast damage caused by the Tories!. Liz Truss: Britain's Stupidest Prime Minister via YouTube Funny. But serious. Very serious."
11,1662542353.0,['*'],"[[""chelsea"", 0.805038204288925], [""well"", 0.5932229678925648]]","Well, they've got the 'unironic appreciation of what is clearly satire' going on.. Also *ahem* Chaos with Liz Truss.. Well. This is more than a little. I love how utilities in China are as cheap as chips (we’ll probably not British chips now). Boris Johnson to Chelsea? #Chelsea."
11,1662542626.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""zelenskyy"", 0.5026398281528895], [""racket"", 0.5026398281528895], [""instruct"", 0.44182936254846045], [""proxi"", 0.2551428260616927], [""playbook"", 0.2530935159759436], [""theatr"", 0.2511856539298775], [""klau"", 0.2320180331362118], [""schwab"", 0.23111129513396686]]","Did Klaus Schwab instruct Liz Truss to contact Zelenskyy immediately that she took office? The theatre continues. Different face, same playbook. I do not pay taxes for my money to be spent on this racket. My money is needed here, not on a proxy war for the US."
11,1662542823.0,"['rig', 'fraud', 'say', 'believ']","[[""fraud"", 1.0]]","Politics Mail U.K. Fraud is a big issue for the new Chancellor. Wonder if he supports calls for a new Minister for Fraud? Fraud is booming in England Wales! And yes, it IS a crime! #fraud #crime."
11,1662543199.0,"['call', 'democrat', 'governor', 'pressur', 'leader']","[[""fraud"", 0.8799825151410997], [""imbecil"", 0.4750060768515961]]","Starmer Cooper. Fraud is a big issue for the new Chancellor. Wonder if he supports calls for a new Minister for Fraud? Fraud is booming in England Wales! And yes, it IS a crime! #fraud #crime. Politics - SKY NEWS: Sacked minister's wife calls Truss an 'imbecile' or."
12,1662543913.0,['*'],"[[""exactli"", 0.7278541901251457], [""question"", 0.6857319286115151]]","Good question. Ok, so I talk to my plants but I really wasn’t expecting a reply to the Boris Johnson question.... Exactly this👇👇👇👇. The most important question. WORLD NEWS LIVE BLOG: Truss answers questions in House of Commons. Exactly this!. Exactly this 👇🏻."
13,1662545319.0,['*'],"[[""cupboard"", 0.7282227231841064], [""read"", 0.5346490696731208], [""trust"", 0.23627386435610087], [""pmq"", 0.22340302568616885], [""broom"", 0.20545925074911126], [""heel"", 0.18945786643500537]]","So I've got a bit of reading to do now Truss has made her selections. It's going to be grim reading right ! I don't know much about Braverman. Thérèse Coffey denies Liz Truss put loyalty before competence, before spinning on her heel and walking into a broom cupboard."
14,1662546232.0,"['charg', 'pro-trump', 'assault', 'arrest', 'riot', 'mob', 'rioter', 'support', 'polic', 'capitol', 'protest']","[[""guwahati"", 0.756870712843938], [""shah"", 0.6535646288157806]]","BREAKING NEWS: 45 MPs supporting Liz Truss have left their home and are currently in a hotel in Guwahati. Amit Shah to visit them in the morning, may switch to Sunak. 45 MPs supporting Lizz Truss in a resort in Guwahati!!!! Mr Shah might meet them!!!"
14,1662546238.0,['*'],"[[""musttrust"", 0.8924491779753901], [""spin"", 0.32173303575191897], [""cupboard"", 0.16532666363679643], [""broom"", 0.16110661536643764], [""lizard"", 0.15704826539347783], [""heel"", 0.14855946132677286]]","LIZ TRUSS = TRUST LIZARDS. In Truss we must trust. News Roundup / Boris, Truss SPIN THE WHEEL / Hugo Talks via YouTube. Thérèse Coffey denies Liz Truss put loyalty before competence, before spinning on her heel and walking into a broom cupboard."
14,1662546954.0,"['call', 'democrat', 'governor', 'pressur', 'leader']","[[""pmq"", 0.5676566484971552], [""oppositionto"", 0.5251215725782056], [""trussand"", 0.5251215725782056], [""mercer"", 0.3553316724455644]]",We will now be live fact checking every #PMQs. A Prime Minister's words matter. We will hold Liz Truss—and the Leader of the Opposition—to the standards voters expect. Be sure to follow us on Twitter or subscribe to our free newsletter to see our verdict.
15,1662547692.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""pmq"", 1.0]]","Liz Truss to face her first PMQs. The PM and her new cabinet really need to know that the cost of living crisis is not just a political strap-line, it’s a lived experience for millions of the citizens of the UK. Liz Truss #PMQs."
15,1662547847.0,"['destroy', 'clemenc', 'trump', 'peopl', 'enemi', 'american']","[[""tran"", 1.0]]","She's been in power officially for about 24 hours, and she's already making it harder for trans people to live their lives. Being Trans is hard enough, but trying to live safely as a trans person in the UK may be the hardest thing I've ever done.."
15,1662548059.0,"['call', 'democrat', 'governor', 'pressur', 'leader']","[[""pmq"", 0.9706663262792482], [""keir"", 0.2404306199874474]]","Liz Truss smashed her first PMQs, didn’t she, Joe Lycett? Devoured the competition. What a leader. #PMQs. Liz Truss used her opening speech as Prime Minister at #PMQs to tell us… she is having some meetings later. No one’s ever allowed to call Keir Starmer ‘boring’ ever again."
16,1662548613.0,"['counsel', 'attorney', 'said', 'investig', 'gener']","[[""windfal"", 0.8347603153868564], [""pmq"", 0.36397064666267026], [""fractiou"", 0.2921477230984298], [""interwoven"", 0.2921477230984298]]","Starmer: When she said she was against windfall taxes during her campaign, did she mean it? #pmqs. Truss against a windfall tax on energy companies i said we start readying the hits on her."
16,1662548614.0,"['rig', 'fraud', 'say', 'believ']","[[""pmq"", 1.0]]","Asked if she is really going to leave the vast profits being made by oil and gas companies ""on the table,"" Liz Truss responds by saying she wants to increase oil production in the North Sea instead. #pmqs. I bet Starmer can’t believe his luck with these answers #pmqs."
16,1662548649.0,"['cabinet', 'nomine', 'invok', 'announc', 'week', 'new']","[[""pmq"", 1.0]]","1st #PMQs for the new PM, probably not going to be so entertaining but will be interesting to see how Truss performs... should be less lies at least!! Liz Truss confirms she will be making an announcement on energy bills tomorrow. #pmqs."
16,1662548664.0,"['charg', 'pro-trump', 'assault', 'arrest', 'riot', 'mob', 'rioter', 'support', 'polic', 'capitol', 'protest']","[[""pmq"", 1.0]]","Activists from Animal Rebellion have sprayed parliament with white paint and called on the Government to support a plant-based future, as Liz Truss prepares to face Keir Starmer at PMQs. @RebelsAnimal | #PMQs."
16,1662548745.0,"['alli', 'legal', 'court', 'overturn', 'challeng', 'lawsuit', 'result', 'ask']","[[""starmer"", 0.7222212094907956], [""windfal"", 0.43789678134784715], [""pmq"", 0.40967915152393547], [""keir"", 0.3446823555876865]]",Starmer asks if Truss meant it when she said she was against windfall taxes. She says she did. Keir Starmer accuses the pm of “choosing to have water companies polluting our water “.. why is this the right time to protect proffits with a tax break ? He asks. #pmqs.
16,1662548753.0,"['money', 'tax']","[[""pmq"", 0.9397007095701129], [""windfal"", 0.3419979187559869]]",Starmer has her cornered on windfall tax and borrowing. #pmqs. Place your head between your legs and kiss your arse goodbye.... Liz Truss is going to cut taxes for billionaires and use trickle down to help you with the cost of living crisis.. #pmqs..
16,1662548819.0,"['destroy', 'clemenc', 'trump', 'peopl', 'enemi', 'american']","[[""pmq"", 1.0]]",Liz Truss confirms her plan to help people (and businesses presumably) with energy bills will be presented to Parliament tomorrow #pmqs.
16,1662548879.0,"['term', 'next', 'presid', 'end']","[[""170bn"", 0.7680056606079276], [""profit"", 0.6404430538886191]]","So no denial from Liz Truss that the Truss Tax is coming onto our energy bills at some point. She will not extend the Windfall Tax despite the Energy Cartel's HUGE,eye watering profits. Treasury predicts they will make £170bn in excess profits in the next 2 years #PMQs."
16,1662548889.0,"['attempt', 'democraci', 'power', 'tri', 'coup', 'cheat']","[[""pmq"", 1.0]]","Liz Truss I think is wrong, her delivery is terrible, but at least she did try to half answer some of the questions, more than Johnson did #pmqs."
16,1662548897.0,"['chines', 'militari', 'rais', 'defens', 'compani', 'veto', 'ban', 'threaten']","[[""pmq"", 0.8887499599132433], [""windfal"", 0.4583923087860531]]",#pmqs idk why everyone is surprised truss is siding with the companies the tories never change. all that’s next is privatising the nhs. Liz Truss confirms there will be no windfall tax on energy companies even if they are making 170 billion pounds in excessive profits. #Pmqs.
16,1662548960.0,"['sign', 'fund', 'govern', 'send', 'bill', 'pass']","[[""pmq"", 1.0]]","Liz Truss confirms she will be making an announcement on energy bills tomorrow. #pmqs. ""I am against a windfall tax."" Truss positions herself to the right of Margaret Thatcher (whose government imposed windfall taxes on banks and oil firms). #PMQs."
16,1662548985.0,"['member', 'remov', 'leav', 'resign']","[[""170bn"", 0.9074242901609461], [""profit"", 0.42021560849866446]]","Starmer asks Truss whether she is still against windfall tax, pointing out energy producers will make £170bn profits.. “Is she really telling us that she’s going to leave these vast excess profits on the table and make working people foot the bill for decades to come?”."
16,1662549043.0,"['call', 'democrat', 'governor', 'pressur', 'leader']","[[""starmer"", 1.0]]",Keir Starmer. Starmer your going over and over again I'm so glad we have Liz Truss in government. Nothing new about a labour leader calling for tax rises. Same old same old tax n spend. Put you back in the box Starmer.
16,1662549092.0,"['demand', 'packag', 'stimulu', 'check', 'increas', 'relief']","[[""tax"", 0.624420174335584], [""starmer"", 0.5570583233797122], [""pmq"", 0.5475266844968407]]","Truss is giving a £17bn tax cut for energy, water, Amazon, etc companies when working people are in a cost of living crisis - Starmer. He's highlighting her cancelling Sunak's 6% corporation tax increase to 25%. #PMQs."
16,1662549144.0,"['troop', 'pay', 'cut', 'servic', 'order']","[[""pmq"", 1.0]]",Paulette Hamilton asks Truss if working adults in poverty need to put in “more graft” to quote Truss’ leaked line. Truss responds by saying we need tax cuts. #pmqs. No answer from Truss on who will pay for energy cost support. Except that it won't be the energy companies #pmqs.
16,1662549186.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""pmq"", 1.0]]",The gaping cracks in Truss's economic ideology are being brutally exposed here. I wonder if she's noticed? #pmqs. #pmqs Truss was better than expected. Starmer missed an open goal - he also represents economic orthodoxy.
16,1662549202.0,"['turnout', 'counti', 'find', 'poll', 'major', 'vote', 'overrid']","[[""london"", 0.9020276795356374], [""femal"", 0.3176390293848383], [""pmq"", 0.29232090647610426]]","I know it’s the least of anyone’s concerns but is anyone else finding Truss’ fake voice a bit grating?. #pmqs. Truss great line: Can’t understand why it’s “so hard for Labour to find a female leader or, indeed, a leader who doesn’t come from north London?”. 👊."
16,1662549258.0,"['health', 'team', 'educ', 'pick', 'president-elect', 'introduc']","[[""divers"", 0.9248785078301563], [""pmq"", 0.3802627325335255]]","""Most diverse cabinet ever."" 75% of the Liz Truss cabinet is privately educated. Johnson's first cabinet was 64% May's was 35%. Cameron's was 50% Britain’s new premier Liz Truss names top team diverse in gender, ethnicity, but loyal to her, her free-market politics.."
16,1662549340.0,"['son', 'staff', 'posit', 'appoint']","[[""pmq"", 0.8628193580406172], [""toolmak"", 0.2820120537753512], [""starmer"", 0.2645660555687053], [""son"", 0.25046158685583525], [""aspir"", 0.20805228349205754]]",Keir Starmer is the embodiment of aspiration. The son of a nurse and a toolmaker who rose to be the highest in his profession before becoming the leader of the Labour Party. Truss on wrong line there #PMQs.
16,1662549349.0,"['attack', 'die']","[[""pmq"", 0.7805014275208135], [""attack"", 0.6251539983379871]]","Correct attack line from Starmer to point out that by rejecting a windfall tax on the billions of pounds of excess profits made by energy companies, Liz Truss is making working people pay for the energy crisis. #PMQs."
16,1662549397.0,"['children', 'justic', 'famili', 'separ', 'border', 'pardon']","[[""pmq"", 0.800639516996619], [""compani"", 0.4792378828189696], [""profit"", 0.3595934030187595]]",Great opening from Keir Starmer to the new PM. Challenging her decision to protect energy companies’ profits now and instead wanting to burden families everywhere with long-term debt.. Then she defends water companies profits despite theor record sewage discharges. 7-0. #PMQs.
16,1662549397.0,"['dose', 'refus', 'million']","[[""compani"", 0.7881594521293279], [""pmq"", 0.615471102505388]]",Refusing to tax the excess profits of oil and gas companies to help families. Giving tax cuts to water companies polluting our rivers and beaches. No wonder Tory MPs look miserable at Truss’s first #PMQs. You can almost smell their regret.
16,1662549417.0,"['evid', 'republican', 'outcom', 'claim', 'widespread', 'voter', 'proof', 'elect']","[[""pmq"", 1.0]]",Very impressed with Truss there! But the proof is in the pudding. #pmqs. Interesting PMQs. For the first time I think I understand why they elected her. Starmer bounced off as she channelled the Thatcher glare. Much better in PMQs than with a set speech.
17,1662549988.0,"['member', 'remov', 'leav', 'resign']","[[""choic"", 0.8128568150811404], [""pmq"", 0.5824635595263833]]","Starmer: ""The PM knows she's no choice but to back an energy price freeze. But it won't be cheap. The real choice, the political choice, is who is going to pay. Is she really going to leave these vast excess profits on the table and make working people foot the bill?"" #PMQs ~AA."
