node,timestamp,split,query,summary
10,1593106287.0,None,"[[""self"", 0.7983112730985136], [""believ"", 0.602245059127786]]","Until arsenal scores 3 goals, I never believe it's over. Arsenal don score self. Can’t believe Alex McCarthy has more assists for arsenal than Özil in away games this season."
11,1593106870.0,None,"[[""asap"", 0.6400539882789938], [""ceballo"", 0.5761766901646076], [""need"", 0.5082827105057888]]","Need to bin off Bellerin ASAP. Ceballos Xhaka need to stop this crazy careless no look pass, its fucking horrendous. Why did Ceballos take so long... sigh. We need to learn to counter attack. Ceballos vision is terrible. Needs to really work on that."
12,1593106965.0,None,"[[""releas"", 0.5929150468372946], [""pepe"", 0.4806418538410252], [""ceballo"", 0.47493567632473643], [""cross"", 0.43803111638804443]]","Ceballos chu for once release the ball early and in the right area😭😭. Ceballos is so fucking slow with the release of his pass and Pepe, 80m man, can't give a cross apparently. Should've been 2-0. Great counter wasted by a poor cross from Pepe and lack of pace from Ceballos."
13,1593107404.0,None,"[[""lad"", 0.5344321298093822], [""leagu"", 0.5186358731438173], [""premier"", 0.3859923481175597], [""mehn"", 0.3851690677101464], [""sunday"", 0.3847776321328297]]",Premier League. Premier League. Southampton Southampton FC 0-1 Arsenal Arsenal - HT. Arsenal let's win this lads. We can do this! Arsenal deserves some respect mehn.... Without them where will all the useless players be?
14,1593107631.0,None,"[[""amn"", 0.5852154369857577], [""asap"", 0.49956905304565713], [""bellerin"", 0.4883592550298165], [""need"", 0.4116538492220824]]","Orbinho Bellerin pass accuracy that first half? Please sub ceballos and bellerin give willock and amn a chance. Xhaka-Partey midfield is needed. Perfect balance. If we want to see the best of Pépé, Bellerin can’t be in the starting XI. We need AMN back in the side ASAP."
15,1593108320.0,None,"[[""second"", 0.714273569252916], [""sub"", 0.6998666074808112]]","Tierney saying a prayer before walking out for the second half. Man knows the team needs it. Main man Hasenhuttl on twitter clearly during the break. Good subs, let’s hope some improvement #saintsfc. 2 subs already. Shane long 😭😭😭. The second half has started #SOUARS."
16,1593108446.0,None,"[[""saka"", 0.6466315831810809], [""yellow"", 0.46995658299469634], [""card"", 0.4524393335970984], [""tackl"", 0.39535687062057134]]","How is that not a red for Saka? That’s a bad tackle from Saka. That was dangerous by saka, lucky to get a yellow tbh. So what Saka did was card worthy which it is but what Maupay did wasn’t ? How is that only a yellow card??? #SOUARS. Dirty tackle from Saka on KWP #saintsfc."
17,1593109440.0,None,"[[""need"", 1.0]]","We need two more.. #SOUARS. Southampton cmon we just need 1 out of you 🤞🏻. Bellerin needs to get his shit together. ArsenaL's sigiri just needs some more wujaring. Take Nketiah off. He needs the rest. Arsenal need to be careful ooo, this Southampton can spoil things ooo."
18,1593109672.0,None,"[[""irrit"", 0.4059994791423835], [""kill"", 0.40003690785218277], [""goal"", 0.37399879235194355], [""draw"", 0.3689133421856849], [""bottom"", 0.3675522728188602], [""minuet"", 0.36704089589273214], [""sub"", 0.35965129230520493]]",Arsenal playing like a bottom half team rn. Southampton just need to get a draw. How I sleep thru the first half of Arsenal and the minuet I turn it on they take Pepe out. Come on Arsenal ! We need another goal to kill this game 💪🏼. Won't even is really irritating me with his sub.
19,1593109835.0,None,"[[""sead"", 0.6802791449877787], [""unfit"", 0.5824552587433086], [""kieran"", 0.44493387874712587]]",Arsenal players are so unfit. Do Arsenal players train? We have a bunch of unfit players in the whole world. Smh. A second sub now as KT leaves the pitch... ↩️ Kieran Tierney. 🔛 Sead Kolašinac. #SOUARS 🔴⚪️ 0-1 🟡🟡 (70).
20,1593109967.0,None,"[[""half"", 0.569647925660057], [""conced"", 0.4348800495198209], [""lead"", 0.4089535837247586], [""six"", 0.2708613327871084], [""shot"", 0.22814439262238356], [""ff"", 0.19173787059000066], [""inplay"", 0.18824229217614352], [""statist"", 0.18229101207369378], [""ooh"", 0.17486620136397318], [""southampton"", 0.1730027657671184], [""asap"", 0.16668861445149233]]",Bellerin needs to get subbed off asap🤣🤣🤣🤣. Southampton with six shots to Arsenal's one in the second half. Arsenal have injury issues. Arsenal struggle to hold onto leads and concede late goals.. Arsenal refuse to make all the permitted changes.
21,1593110189.0,None,"[[""deni"", 0.6227384664965612], [""brilliant"", 0.5824245445956291], [""save"", 0.43970037012635516], [""arteta"", 0.2822092073424106]]",Arteta make sub I take God beg you. Midfield don gas. Arteta’s subs are awful. Arteta needs to sell Özil if he’s not going to use him. Good save #SOUARS 1-0. Great save Martinez #SOUARS. Brilliant save from Martinez to deny Long. Arsenal living dangerously now. 15 minutes to go.
22,1593110322.0,None,"[[""perform"", 0.443635572952748], [""conced"", 0.42181534569458423], [""equalis"", 0.39301485522942786], [""danni"", 0.3456022537398829], [""shane"", 0.31189168518631005], [""laca"", 0.3110940169561418], [""long"", 0.28181735197158464], [""hell"", 0.27907125932243565]]",Danny ings scores that. Laca’s coming on?? Shane Long equaliser. Watch Laca score #SOUARS. Won't be Arsenal if we were to concede then concede the way we scored. How hasn’t arsenal conceded ? 😶. Southampton performance in 2nd half Arsenal's performance whole season.
23,1593110664.0,None,"[[""foul"", 0.5018085332352142], [""jack"", 0.4797763669180033], [""red"", 0.43329777338556336], [""willock"", 0.3041761774484929], [""card"", 0.285245335909012], [""final"", 0.27872538814788506], [""sent"", 0.1817948920511963], [""stephen"", 0.13590285687978726], [""lacazett"", 0.1205611175683537], [""take"", 0.11236561022778183]]",Red Card - Jack Stephens! We are winning this 💪. Willock does score a lot of goals to be fair to him. Red card!. Southampton are down to 10 men after Stephens is sent off for fouling Aubameyang P-E. #SOUARS 🔴⚪️ 0-1 🟡🟡 (85) Bellerin finally about to plant his 3000 trees 😂😂.
24,1593110769.0,None,"[[""willock"", 0.8620314691122799], [""lead"", 0.32696488902145665], [""goal"", 0.1875762398278772], [""keeper"", 0.1168432677208762], [""goalkeep"", 0.1168432677208762], [""ref"", 0.11210904920672998], [""refere"", 0.10668508002620486], [""event"", 0.09357090540928058], [""main"", 0.08955513126850857], [""free"", 0.08768511753345438], [""2nd"", 0.08302316513504715], [""kick"", 0.07598317564791354], [""second"", 0.07376072417259352], [""jack"", 0.07328513387979746], [""goaall"", 0.07253891955971051], [""sky"", 0.07227001898283551], [""defend"", 0.07161848787666723]]",Goal! Willock doubles Arsenal's lead in the 87th minute! #Soccerzela. Willock with the follow up. 2 nil and job done. Not the best of games but 3 points was needed 😅. Emi’s saves rewarded with a huge turn of play - red card + Willock goal. Should be the game.
25,1593110895.0,None,"[[""save"", 1.0]]",Emi’s saves rewarded with a huge turn of play - red card + Willock goal. Should be the game. FUCK OFF CHE ADAMS SAVES THAT. You never know what worse luck your bad luck has saved you from. - Cormac McCarthy #quote.
26,1593111086.0,None,"[[""tree"", 0.6168171253614687], [""plant"", 0.5921476012398197], [""thank"", 0.5185536155565225]]",Thank heavens Bellerin gonna finally be able to plant some trees ffs. Arsenal’s first win... we thank God. Very fucking happy for Hector to mug off Paddy Power and get a win for the trees. #SOUARS. Finally some trees will be planted. Thanks Arsenal.
27,1593111215.0,None,"[[""disgrac"", 1.0]]",How Arsenal take's corner kicks is a DISGRACE for football. How Arsenal take corner kicks is a DISGRACE for football.
28,1593111383.0,None,"[[""two"", 0.7068522805565327], [""smh"", 0.4704231878927109], [""full"", 0.28635184558222193], [""see"", 0.2454666271288992], [""kid"", 0.22344017418280238], [""academi"", 0.2104908683316809], [""score"", 0.206346107723502]]",Nice to see two Arsenal youngsters score today. BREAKING: I can confirm that #Arsenal have won a match - away from home. Two goals by academy products. #COYG. Full time scores: Burnley 1-0 Watford. Southampton 0-2 Arsenal. The kids scored for Arsenal today smh😪.
29,1593111593.0,None,"[[""restart"", 1.0]]",Arsenal get their first win since the restart 😎.
